Date,PNL,Percentage Change
11-10-2023,6.553168489999987,1.7021216857142825
12-10-2023,245.19052616,63.685850950649346
13-10-2023,66.28787994,17.217631153246753
14-10-2023,-3.5974720300000147,-0.9344083194805233
