,OpenTime,hour,minute,day,month,year,open,high,low,close,volume,prev_close,prev_open,color,pivot_high,pivot_low,atr,center,up,down,in_uptrend,lowerband,upperband
23,2023-10-04 08:48:00,8.0,48.0,4.0,10.0,2023.0,1.1122,1.1199,1.1122,1.116,513018.0,1.1123,1.1074,1,0.0,0.0,0.006581799316406138,1.120722222,1.1036095437773439,1.137834900222656,False,1.1065168655546875,1.1349275784453123
24,2023-10-04 08:49:00,8.0,49.0,4.0,10.0,2023.0,1.1158,1.118,1.1108,1.1113,486673.7,1.116,1.1122,-1,0.0,1.1062,0.006890899658203117,1.115881481,1.0979651418886718,1.1337978201113281,False,1.1065168655546875,1.1337978201113281
25,2023-10-04 08:50:00,8.0,50.0,4.0,10.0,2023.0,1.1113,1.1125,1.1011,1.1044,699412.1,1.1113,1.1158,-1,1.1199,0.0,0.009145449829101596,1.117220987,1.0934428174443358,1.1409991565556643,False,1.1065168655546875,1.1337978201113281
26,2023-10-04 08:51:00,8.0,51.0,4.0,10.0,2023.0,1.1044,1.1079,1.0963,1.0978,632048.0,1.1044,1.1113,-1,0.0,0.0,0.010372724914550826,1.117220987,1.090251902222168,1.1441900717778322,False,1.090251902222168,1.1337978201113281
27,2023-10-04 08:52:00,8.0,52.0,4.0,10.0,2023.0,1.0976,1.1016,1.0967,1.0979,346857.0,1.0978,1.1044,1,0.0,0.0,0.007636362457275365,1.117220987,1.097366444611084,1.137075529388916,False,1.097366444611084,1.1337978201113281
28,2023-10-04 08:53:00,8.0,53.0,4.0,10.0,2023.0,1.0979,1.0981,1.091,1.0931,530398.2,1.0979,1.0976,-1,0.0,0.0,0.007368181228637735,1.117220987,1.098063715805542,1.1363782581944581,False,1.098063715805542,1.1337978201113281
29,2023-10-04 08:54:00,8.0,54.0,4.0,10.0,2023.0,1.093,1.0956,1.0907,1.0916,223135.1,1.0931,1.0979,-1,0.0,0.0,0.00613409061431882,1.117220987,1.1012723514027711,1.133169622597229,False,1.1012723514027711,1.133169622597229
30,2023-10-04 08:55:00,8.0,55.0,4.0,10.0,2023.0,1.0916,1.0961,1.0912,1.0924,243223.7,1.0916,1.093,1,0.0,0.0,0.005517045307159473,1.117220987,1.1028766692013854,1.1315653047986147,False,1.1028766692013854,1.1315653047986147
31,2023-10-04 08:56:00,8.0,56.0,4.0,10.0,2023.0,1.092,1.0944,1.0904,1.0924,197566.8,1.0924,1.0916,1,0.0,0.0,0.004758522653579738,1.117220987,1.1048488281006927,1.1295931458993074,False,1.1048488281006927,1.1295931458993074
32,2023-10-04 08:57:00,8.0,57.0,4.0,10.0,2023.0,1.0925,1.0928,1.0852,1.0859,498598.2,1.0924,1.092,-1,0.0,0.0,0.006179261326789895,1.117220987,1.1011549075503464,1.1332870664496537,False,1.1011549075503464,1.1295931458993074
33,2023-10-04 08:58:00,8.0,58.0,4.0,10.0,2023.0,1.0858,1.0917,1.0858,1.0908,299755.1,1.0859,1.0925,1,0.0,0.0,0.006039630663394845,1.117220987,1.1015179472751735,1.1329240267248266,False,1.1015179472751735,1.1295931458993074
34,2023-10-04 08:59:00,8.0,59.0,4.0,10.0,2023.0,1.0908,1.0913,1.0847,1.0856,359585.7,1.0908,1.0858,-1,0.0,0.0,0.006319815331697392,1.117220987,1.1007894671375869,1.1336525068624133,False,1.1007894671375869,1.1295931458993074
35,2023-10-04 09:00:00,9.0,0.0,4.0,10.0,2023.0,1.0854,1.097,1.0851,1.0958,728643.9,1.0856,1.0908,1,0.0,0.0,0.009109907665848706,1.117220987,1.0935352270687935,1.1409067469312066,False,1.0935352270687935,1.1295931458993074
36,2023-10-04 09:01:00,9.0,1.0,4.0,10.0,2023.0,1.0959,1.0968,1.0907,1.0954,284054.8,1.0958,1.0854,-1,0.0,1.0847,0.00760495383292435,1.106380658,1.0866077780343966,1.1261535379656034,False,1.0935352270687935,1.1261535379656034
37,2023-10-04 09:02:00,9.0,2.0,4.0,10.0,2023.0,1.0953,1.1001,1.0941,1.0963,383846.6,1.0954,1.0959,1,0.0,0.0,0.006802476916462178,1.106380658,1.0886942180171983,1.1240670979828016,False,1.0935352270687935,1.1240670979828016
38,2023-10-04 09:03:00,9.0,3.0,4.0,10.0,2023.0,1.0967,1.103,1.0967,1.1004,222590.8,1.0963,1.0953,1,0.0,0.0,0.0067512384582310535,1.106380658,1.0888274380085992,1.1239338779914008,False,1.0935352270687935,1.1239338779914008
39,2023-10-04 09:04:00,9.0,4.0,4.0,10.0,2023.0,1.1006,1.1097,1.1002,1.1071,470922.1,1.1004,1.0967,1,0.0,0.0,0.008125619229115448,1.106380658,1.0852540480042998,1.1275072679957001,False,1.0935352270687935,1.1239338779914008
40,2023-10-04 09:05:00,9.0,5.0,4.0,10.0,2023.0,1.1071,1.109,1.1012,1.1023,284528.7,1.1071,1.1006,-1,0.0,0.0,0.00796280961455774,1.106380658,1.0856773530021497,1.1270839629978502,False,1.0935352270687935,1.1239338779914008
41,2023-10-04 09:06:00,9.0,6.0,4.0,10.0,2023.0,1.1021,1.1049,1.0993,1.104,213532.5,1.1023,1.1071,1,1.1097,0.0,0.006781404807278894,1.107487105,1.0898554525010749,1.125118757498925,False,1.0935352270687935,1.1239338779914008
42,2023-10-04 09:07:00,9.0,7.0,4.0,10.0,2023.0,1.1037,1.1037,1.1011,1.102,75594.3,1.104,1.1021,-1,0.0,0.0,0.0048407024036395095,1.107487105,1.0949012787505372,1.1200729312494626,False,1.0949012787505372,1.1200729312494626
43,2023-10-04 09:08:00,9.0,8.0,4.0,10.0,2023.0,1.1019,1.1041,1.0984,1.0994,179876.4,1.102,1.1037,-1,0.0,0.0,0.005270351201819774,1.107487105,1.0937841918752684,1.1211900181247314,False,1.0949012787505372,1.1200729312494626
44,2023-10-04 09:09:00,9.0,9.0,4.0,10.0,2023.0,1.0994,1.1029,1.0985,1.0997,107960.8,1.0994,1.1019,1,0.0,0.0,0.004835175600909867,1.107487105,1.0949156484376343,1.1200585615623655,False,1.0949156484376343,1.1200585615623655
45,2023-10-04 09:10:00,9.0,10.0,4.0,10.0,2023.0,1.0997,1.1044,1.0996,1.0999,120498.5,1.0997,1.0994,1,0.0,1.0984,0.0048175878004550025,1.10445807,1.091932341718817,1.116983798281183,False,1.0949156484376343,1.116983798281183
46,2023-10-04 09:11:00,9.0,11.0,4.0,10.0,2023.0,1.0998,1.1035,1.0993,1.1015,112153.5,1.0999,1.0997,1,0.0,0.0,0.004508793900227492,1.10445807,1.0927352058594084,1.1161809341405915,False,1.0949156484376343,1.1161809341405915
47,2023-10-04 09:12:00,9.0,12.0,4.0,10.0,2023.0,1.1015,1.1031,1.0997,1.0997,74468.3,1.1015,1.0998,-1,1.1044,0.0,0.003954396950113781,1.104438713,1.0941572809297042,1.1147201450702957,False,1.0949156484376343,1.1147201450702957
48,2023-10-04 09:13:00,9.0,13.0,4.0,10.0,2023.0,1.0997,1.1033,1.0996,1.103,58782.1,1.0997,1.1015,1,0.0,0.0,0.0038271984750569087,1.104438713,1.094487996964852,1.114389429035148,False,1.0949156484376343,1.114389429035148
49,2023-10-04 09:14:00,9.0,14.0,4.0,10.0,2023.0,1.1031,1.1048,1.1021,1.1045,77504.2,1.103,1.0997,1,0.0,0.0,0.003263599237528417,1.104438713,1.095953354982426,1.1129240710175738,False,1.095953354982426,1.1129240710175738
50,2023-10-04 09:15:00,9.0,15.0,4.0,10.0,2023.0,1.1045,1.1079,1.1035,1.105,218934.3,1.1045,1.1031,1,0.0,0.0,0.0038317996187642992,1.104438713,1.0944760339912127,1.1144013920087872,False,1.095953354982426,1.1129240710175738
51,2023-10-04 09:16:00,9.0,16.0,4.0,10.0,2023.0,1.1049,1.1066,1.104,1.1066,150716.1,1.105,1.1045,1,0.0,0.0,0.0032158998093821172,1.104438713,1.0960773734956064,1.1128000525043935,False,1.0960773734956064,1.1128000525043935
52,2023-10-04 09:17:00,9.0,17.0,4.0,10.0,2023.0,1.1066,1.1085,1.1035,1.1085,225936.0,1.1066,1.1049,1,0.0,0.0,0.004107949904691117,1.104438713,1.0937580432478031,1.1151193827521968,False,1.0960773734956064,1.1128000525043935
53,2023-10-04 09:18:00,9.0,18.0,4.0,10.0,2023.0,1.1085,1.1126,1.1071,1.1102,352347.2,1.1085,1.1066,1,0.0,0.0,0.004803974952345589,1.104438713,1.0919483781239014,1.1169290478760985,False,1.0960773734956064,1.1128000525043935
54,2023-10-04 09:19:00,9.0,19.0,4.0,10.0,2023.0,1.1101,1.111,1.1089,1.1094,102752.9,1.1102,1.1085,-1,0.0,1.1035,0.0034519874761727897,1.104125809,1.0951506415619507,1.113100976438049,False,1.0960773734956064,1.1128000525043935
55,2023-10-04 09:20:00,9.0,20.0,4.0,10.0,2023.0,1.1095,1.11,1.1077,1.1095,124880.2,1.1094,1.1101,-1,1.1126,0.0,0.0028759937380864902,1.106950539,1.0994729552809752,1.114428122719025,False,1.0994729552809752,1.1128000525043935
56,2023-10-04 09:21:00,9.0,21.0,4.0,10.0,2023.0,1.1094,1.1111,1.1082,1.1094,126989.9,1.1095,1.1095,-1,0.0,0.0,0.0028879968690431962,1.106950539,1.0994417471404878,1.1144593308595123,False,1.0994729552809752,1.1128000525043935
57,2023-10-04 09:22:00,9.0,22.0,4.0,10.0,2023.0,1.1094,1.1113,1.109,1.1096,90275.0,1.1094,1.1094,1,0.0,0.0,0.0025939984345215825,1.106950539,1.100206143070244,1.1136949349297562,False,1.100206143070244,1.1128000525043935
58,2023-10-04 09:23:00,9.0,23.0,4.0,10.0,2023.0,1.1097,1.1102,1.108,1.1092,132793.6,1.1096,1.1094,-1,0.0,0.0,0.002396999217260781,1.106950539,1.100718341035122,1.1131827369648781,False,1.100718341035122,1.1128000525043935
59,2023-10-04 09:24:00,9.0,24.0,4.0,10.0,2023.0,1.1091,1.1093,1.1005,1.1008,428770.8,1.1092,1.1097,-1,1.1113,0.0,0.00559849960863035,1.108400359,1.093844260017561,1.122956457982439,False,1.100718341035122,1.1128000525043935
60,2023-10-04 09:25:00,9.0,25.0,4.0,10.0,2023.0,1.1011,1.1036,1.1005,1.1007,176687.9,1.1008,1.1091,-1,0.0,0.0,0.004349249804315116,1.108400359,1.0970923095087808,1.1197084084912192,False,1.100718341035122,1.1128000525043935
61,2023-10-04 09:26:00,9.0,26.0,4.0,10.0,2023.0,1.1004,1.1029,1.099,1.0993,192623.4,1.1007,1.1011,-1,0.0,0.0,0.004124624902157565,1.108400359,1.0976763342543903,1.1191243837456097,False,1.0976763342543903,1.1128000525043935
62,2023-10-04 09:27:00,9.0,27.0,4.0,10.0,2023.0,1.0993,1.1007,1.0974,1.0979,156554.5,1.0993,1.1004,-1,0.0,0.0,0.003712312451078823,1.108400359,1.098748346627195,1.118052371372805,False,1.098748346627195,1.1128000525043935
63,2023-10-04 09:28:00,9.0,28.0,4.0,10.0,2023.0,1.0979,1.0986,1.0921,1.0924,254902.3,1.0979,1.0993,-1,0.0,0.0,0.005106156225539386,1.108400359,1.0951243528135977,1.1216763651864023,False,1.0951243528135977,1.1128000525043935
64,2023-10-04 09:29:00,9.0,29.0,4.0,10.0,2023.0,1.0924,1.097,1.0908,1.0916,465530.8,1.0924,1.0979,-1,0.0,0.0,0.005653078112769685,1.108400359,1.0937023559067989,1.1230983620932011,False,1.0937023559067989,1.1128000525043935
65,2023-10-04 09:30:00,9.0,30.0,4.0,10.0,2023.0,1.0918,1.1,1.0906,1.1,248465.6,1.0916,1.0924,1,0.0,0.0,0.00752653905638488,1.108400359,1.0888313574533992,1.1279693605466008,False,1.0888313574533992,1.1128000525043935
66,2023-10-04 09:31:00,9.0,31.0,4.0,10.0,2023.0,1.0997,1.1,1.0968,1.099,189964.3,1.1,1.0918,-1,0.0,0.0,0.005363269528192486,1.108400359,1.0944558582266994,1.1223448597733006,False,1.0944558582266994,1.1128000525043935
67,2023-10-04 09:32:00,9.0,32.0,4.0,10.0,2023.0,1.0988,1.105,1.0981,1.1043,230140.6,1.099,1.0997,1,0.0,1.0906,0.006131634764096196,1.102466906,1.0865246556133499,1.1184091563866503,False,1.0944558582266994,1.1128000525043935
68,2023-10-04 09:33:00,9.0,33.0,4.0,10.0,2023.0,1.1042,1.1042,1.1005,1.1021,103290.6,1.1043,1.0988,-1,0.0,0.0,0.004965817382048111,1.102466906,1.089555780806675,1.1153780311933252,False,1.0944558582266994,1.1128000525043935
69,2023-10-04 09:34:00,9.0,34.0,4.0,10.0,2023.0,1.1021,1.1055,1.102,1.105,98780.5,1.1021,1.1042,1,0.0,0.0,0.004232908691023974,1.102466906,1.0914613434033378,1.1134724685966624,False,1.0944558582266994,1.1128000525043935
70,2023-10-04 09:35:00,9.0,35.0,4.0,10.0,2023.0,1.105,1.11,1.1048,1.109,211142.5,1.105,1.1021,1,0.0,0.0,0.004716454345512034,1.102466906,1.0902041247016687,1.1147296872983314,False,1.0944558582266994,1.1128000525043935
71,2023-10-04 09:36:00,9.0,36.0,4.0,10.0,2023.0,1.1091,1.1096,1.1067,1.1085,103149.5,1.109,1.105,-1,0.0,0.0,0.0038082271727559684,1.102466906,1.0925655153508345,1.1123682966491657,False,1.0944558582266994,1.1123682966491657
72,2023-10-04 09:37:00,9.0,37.0,4.0,10.0,2023.0,1.1084,1.113,1.1065,1.113,176577.7,1.1085,1.1091,1,0.0,0.0,0.005154113586377959,1.102466906,1.0890662106754174,1.1158676013245827,True,1.0944558582266994,1.1123682966491657
73,2023-10-04 09:38:00,9.0,38.0,4.0,10.0,2023.0,1.113,1.115,1.112,1.1136,263132.3,1.113,1.1084,1,0.0,0.0,0.004077056793188925,1.102466906,1.091866558337709,1.1130672536622912,True,1.0944558582266994,1.1130672536622912
74,2023-10-04 09:39:00,9.0,39.0,4.0,10.0,2023.0,1.1135,1.1194,1.112,1.118,410411.2,1.1136,1.113,1,0.0,0.0,0.005738528396594388,1.102466906,1.0875467321688548,1.1173870798311454,True,1.0944558582266994,1.1173870798311454
75,2023-10-04 09:40:00,9.0,40.0,4.0,10.0,2023.0,1.1179,1.118,1.114,1.115,219214.3,1.118,1.1135,-1,0.0,0.0,0.004869264198297196,1.102466906,1.0898068190844274,1.1151269929155727,True,1.0944558582266994,1.1151269929155727
76,2023-10-04 09:41:00,9.0,41.0,4.0,10.0,2023.0,1.115,1.116,1.1137,1.1149,187522.0,1.115,1.1179,-1,1.1194,0.0,0.0035846320991486935,1.108111271,1.0987912275422134,1.1174313144577868,True,1.0987912275422134,1.1151269929155727
77,2023-10-04 09:42:00,9.0,42.0,4.0,10.0,2023.0,1.1148,1.1159,1.113,1.113,110694.3,1.1149,1.115,-1,0.0,0.0,0.003242316049574298,1.108111271,1.099681249271107,1.1165412927288931,True,1.099681249271107,1.1151269929155727
78,2023-10-04 09:43:00,9.0,43.0,4.0,10.0,2023.0,1.113,1.1146,1.1128,1.1133,84048.8,1.113,1.1148,1,0.0,0.0,0.002521158024787161,1.108111271,1.1015562601355535,1.1146662818644466,True,1.1015562601355535,1.1146662818644466
79,2023-10-04 09:44:00,9.0,44.0,4.0,10.0,2023.0,1.1132,1.1141,1.1124,1.113,85124.7,1.1133,1.113,-1,0.0,0.0,0.002110579012393598,1.108111271,1.1026237655677766,1.1135987764322235,True,1.1026237655677766,1.1135987764322235
80,2023-10-04 09:45:00,9.0,45.0,4.0,10.0,2023.0,1.1131,1.1137,1.1106,1.1109,129591.1,1.113,1.1132,-1,0.0,0.0,0.0026052895061967393,1.108111271,1.1013375182838885,1.1148850237161116,True,1.1026237655677766,1.1135987764322235
81,2023-10-04 09:46:00,9.0,46.0,4.0,10.0,2023.0,1.1111,1.1115,1.11,1.111,131154.4,1.1109,1.1131,-1,0.0,0.0,0.002052644753098287,1.108111271,1.1027743946419446,1.1134481473580555,True,1.1027743946419446,1.1134481473580555
82,2023-10-04 09:47:00,9.0,47.0,4.0,10.0,2023.0,1.111,1.1117,1.109,1.1098,144293.6,1.111,1.1111,-1,0.0,0.0,0.002376322376549106,1.108111271,1.1019328328209723,1.1142897091790278,True,1.1027743946419446,1.1134481473580555
83,2023-10-04 09:48:00,9.0,48.0,4.0,10.0,2023.0,1.1097,1.1109,1.1076,1.1102,156375.9,1.1098,1.111,1,0.0,0.0,0.0028381611882745935,1.108111271,1.1007320519104862,1.115490490089514,True,1.1027743946419446,1.1134481473580555
84,2023-10-04 09:49:00,9.0,49.0,4.0,10.0,2023.0,1.1102,1.1132,1.1091,1.1108,132497.6,1.1102,1.1097,1,0.0,0.0,0.003469080594137293,1.108111271,1.099091661455243,1.117130880544757,True,1.1027743946419446,1.1134481473580555
85,2023-10-04 09:50:00,9.0,50.0,4.0,10.0,2023.0,1.1108,1.1125,1.1087,1.1088,94513.4,1.1108,1.1102,-1,0.0,1.1076,0.003634540297068659,1.107940847,1.0984910422276215,1.1173906517723786,True,1.1027743946419446,1.1134481473580555
86,2023-10-04 09:51:00,9.0,51.0,4.0,10.0,2023.0,1.1088,1.1149,1.1086,1.1145,181779.9,1.1088,1.1108,1,0.0,0.0,0.004967270148534316,1.107940847,1.0950259446138109,1.1208557493861893,True,1.1027743946419446,1.1134481473580555
87,2023-10-04 09:52:00,9.0,52.0,4.0,10.0,2023.0,1.1146,1.1273,1.1142,1.1218,766412.2,1.1145,1.1088,1,0.0,0.0,0.009033635074267103,1.107940847,1.0844533958069056,1.1314282981930945,True,1.1027743946419446,1.1314282981930945
88,2023-10-04 09:53:00,9.0,53.0,4.0,10.0,2023.0,1.1218,1.122,1.1193,1.1216,178076.7,1.1218,1.1146,-1,0.0,1.1086,0.005866817537133625,1.108160565,1.0929068394034525,1.1234142905965474,True,1.1027743946419446,1.1234142905965474
89,2023-10-04 09:54:00,9.0,54.0,4.0,10.0,2023.0,1.1216,1.1239,1.1202,1.1231,236660.2,1.1216,1.1218,1,1.1273,0.0,0.00478340876856672,1.114540377,1.1021035142017266,1.1269772397982734,True,1.1027743946419446,1.1234142905965474
90,2023-10-04 09:55:00,9.0,55.0,4.0,10.0,2023.0,1.123,1.126,1.1217,1.122,323473.7,1.1231,1.1216,-1,0.0,0.0,0.004541704384283345,1.114540377,1.1027319456008633,1.1263488083991366,True,1.1027743946419446,1.1234142905965474
91,2023-10-04 09:56:00,9.0,56.0,4.0,10.0,2023.0,1.122,1.1226,1.1207,1.1212,136398.5,1.122,1.123,-1,0.0,0.0,0.003220852192141679,1.114540377,1.1061661613004317,1.1229145926995683,True,1.1061661613004317,1.1229145926995683
92,2023-10-04 09:57:00,9.0,57.0,4.0,10.0,2023.0,1.1212,1.1234,1.1207,1.122,87107.5,1.1212,1.122,1,1.126,0.0,0.002960426096070802,1.118360251,1.1106631431502159,1.126057358849784,True,1.1106631431502159,1.1229145926995683
93,2023-10-04 09:58:00,9.0,58.0,4.0,10.0,2023.0,1.1219,1.1283,1.1219,1.128,232586.8,1.122,1.1212,1,0.0,0.0,0.004680213048035493,1.118360251,1.1061916970751076,1.1305288049248923,True,1.1106631431502159,1.1229145926995683
94,2023-10-04 09:59:00,9.0,59.0,4.0,10.0,2023.0,1.1281,1.1322,1.1258,1.129,406826.2,1.128,1.1219,1,0.0,1.1207,0.005540106524017838,1.119140167,1.1047358900375537,1.1335444439624465,True,1.1106631431502159,1.1335444439624465
95,2023-10-04 10:00:00,10.0,0.0,4.0,10.0,2023.0,1.129,1.1299,1.1241,1.1299,456645.3,1.129,1.1281,1,0.0,0.0,0.005670053262008822,1.119140167,1.104398028518777,1.133882305481223,True,1.1106631431502159,1.1335444439624465
96,2023-10-04 10:01:00,10.0,1.0,4.0,10.0,2023.0,1.1299,1.1311,1.1278,1.1286,363697.1,1.1299,1.129,-1,1.1322,0.0,0.004485026631004451,1.123493445,1.1118323757593884,1.1351545142406116,True,1.1118323757593884,1.1335444439624465
97,2023-10-04 10:02:00,10.0,2.0,4.0,10.0,2023.0,1.1286,1.1288,1.1219,1.1244,353760.8,1.1286,1.1299,-1,0.0,0.0,0.00569251331550229,1.123493445,1.108692910379694,1.138293979620306,True,1.1118323757593884,1.1335444439624465
98,2023-10-04 10:03:00,10.0,3.0,4.0,10.0,2023.0,1.1243,1.1248,1.121,1.1213,205355.6,1.1244,1.1286,-1,0.0,0.0,0.004746256657751158,1.123493445,1.1111531776898471,1.135833712310153,True,1.1118323757593884,1.1335444439624465
99,2023-10-04 10:04:00,10.0,4.0,4.0,10.0,2023.0,1.1212,1.1244,1.1197,1.1243,240481.5,1.1213,1.1243,1,0.0,0.0,0.004723128328875653,1.123493445,1.1112133113449234,1.1357735786550767,True,1.1118323757593884,1.1335444439624465
100,2023-10-04 10:05:00,10.0,5.0,4.0,10.0,2023.0,1.1243,1.1244,1.1202,1.1208,78187.2,1.1243,1.1212,-1,0.0,0.0,0.004461564164437817,1.123493445,1.1118933781724618,1.1350935118275383,True,1.1118933781724618,1.1335444439624465
101,2023-10-04 10:06:00,10.0,6.0,4.0,10.0,2023.0,1.1208,1.1248,1.1208,1.1226,145671.5,1.1208,1.1243,1,0.0,1.1197,0.00423078208221891,1.122228963,1.1112289295862308,1.1332289964137692,True,1.1118933781724618,1.1332289964137692
102,2023-10-04 10:07:00,10.0,7.0,4.0,10.0,2023.0,1.1227,1.125,1.1223,1.1247,77964.9,1.1226,1.1208,1,0.0,0.0,0.0034653910411094175,1.122228963,1.1132189462931155,1.1312389797068845,True,1.1132189462931155,1.1312389797068845
103,2023-10-04 10:08:00,10.0,8.0,4.0,10.0,2023.0,1.1247,1.1276,1.1232,1.1247,197147.7,1.1247,1.1227,-1,0.0,0.0,0.003932695520554689,1.122228963,1.1120039546465579,1.132453971353442,True,1.1132189462931155,1.1312389797068845
104,2023-10-04 10:09:00,10.0,9.0,4.0,10.0,2023.0,1.1246,1.1292,1.1228,1.1284,196607.8,1.1247,1.1247,1,0.0,0.0,0.005166347760277325,1.122228963,1.1087964588232788,1.1356614671767211,True,1.1132189462931155,1.1312389797068845
105,2023-10-04 10:10:00,10.0,10.0,4.0,10.0,2023.0,1.1283,1.131,1.1265,1.1303,206557.5,1.1284,1.1246,1,0.0,0.0,0.004833173880138637,1.122228963,1.1096627109116395,1.1347952150883605,True,1.1132189462931155,1.1312389797068845
106,2023-10-04 10:11:00,10.0,11.0,4.0,10.0,2023.0,1.1303,1.136,1.1303,1.1354,412202.7,1.1303,1.1283,1,0.0,0.0,0.005266586940069227,1.122228963,1.10853583695582,1.13592208904418,True,1.1132189462931155,1.1312389797068845
107,2023-10-04 10:12:00,10.0,12.0,4.0,10.0,2023.0,1.1354,1.1371,1.1333,1.134,261690.7,1.1354,1.1303,-1,0.0,0.0,0.0045332934700346265,1.122228963,1.1104423999779098,1.13401552602209,True,1.1132189462931155,1.13401552602209
108,2023-10-04 10:13:00,10.0,13.0,4.0,10.0,2023.0,1.1339,1.1364,1.1317,1.1349,158803.1,1.134,1.1354,1,0.0,0.0,0.0046166467350173875,1.122228963,1.1102256814889548,1.134232244511045,True,1.1132189462931155,1.13401552602209
